newid,topics,primary_topic,word_count,char_count
12485,acq,acq,195,1070
12486,,NO_TOPIC,113,591
12487,earn,earn,294,1788
12488,earn,earn,263,1521
12489,copper,copper,94,504
12490,coffee,coffee,165,1064
12491,,NO_TOPIC,89,452
12492,acq,acq,67,376
12493,,NO_TOPIC,11,72
12494,money-fx;interest,money-fx,125,579
12495,interest,interest,13,73
12496,,NO_TOPIC,729,3927
12497,,NO_TOPIC,249,1377
12498,,NO_TOPIC,136,809
12499,,NO_TOPIC,114,560
12500,grain;wheat;corn,grain,75,415
12501,money-fx;interest,money-fx,80,443
12502,wool,wool,140,925
12503,crude,crude,81,472
12504,acq,acq,109,641
12505,earn,earn,53,202
12506,earn,earn,62,278
12507,jobs,jobs,80,452
12508,earn,earn,16,75
12509,interest,interest,33,177
12510,,NO_TOPIC,116,656
12511,earn,earn,15,65
12512,acq,acq,83,509
12513,,NO_TOPIC,243,1607
12514,interest,interest,28,140
12515,earn,earn,123,684
12516,earn,earn,56,253
12517,earn,earn,53,327
12518,,NO_TOPIC,107,657
12519,,NO_TOPIC,269,1647
12520,earn,earn,61,234
12521,earn,earn,536,2978
12522,money-fx;dlr;dmk,money-fx,56,247
12523,money-fx,money-fx,53,266
12524,earn,earn,107,628
12525,austdlr;dmk,austdlr,103,558
12526,,NO_TOPIC,85,483
12527,,NO_TOPIC,105,578
12528,,NO_TOPIC,49,287
12529,acq,acq,106,590
12530,acq,acq,11,61
12531,earn,earn,82,457
12532,acq,acq,172,994
12533,iron-steel;crude,iron-steel,165,1016
12534,jobs,jobs,79,430
12535,,NO_TOPIC,109,620
12536,,NO_TOPIC,141,911
12537,,NO_TOPIC,112,628
12538,acq,acq,29,200
12539,,NO_TOPIC,24,178
12540,acq,acq,33,188
12541,,NO_TOPIC,83,470
12542,,NO_TOPIC,20,88
12543,grain;wheat,grain,65,362
12544,,NO_TOPIC,93,544
12545,earn,earn,11,71
12546,acq,acq,97,623
12547,,NO_TOPIC,9,67
12548,,NO_TOPIC,300,1739
12549,earn,earn,13,89
12550,earn,earn,165,945
12551,earn,earn,53,267
12552,,NO_TOPIC,315,1971
12553,,NO_TOPIC,29,205
12554,money-fx;interest,money-fx,104,558
12555,jobs,jobs,120,673
12556,,NO_TOPIC,102,554
12557,acq,acq,107,587
12558,trade,trade,15,81
12559,earn,earn,85,540
12560,,NO_TOPIC,76,447
12561,,NO_TOPIC,55,243
12562,earn,earn,117,502
12563,trade,trade,175,1167
12564,trade,trade,113,647
12565,,NO_TOPIC,57,320
12566,,NO_TOPIC,76,455
12567,,NO_TOPIC,102,572
12568,,NO_TOPIC,63,376
12569,earn,earn,54,278
12570,earn,earn,68,265
12571,interest,interest,39,222
12572,earn,earn,60,273
12573,earn,earn,105,596
12574,earn,earn,177,1034
12575,,NO_TOPIC,52,311
12576,money-supply;gnp,money-supply,202,1074
12577,,NO_TOPIC,12,73
12578,,NO_TOPIC,101,579
12579,earn,earn,65,344
12580,earn,earn,22,110
12581,,NO_TOPIC,57,321
12582,,NO_TOPIC,42,258
12583,grain;corn,grain,59,355
12584,,NO_TOPIC,112,649
12585,veg-oil;palm-oil,veg-oil,49,306
12586,,NO_TOPIC,103,628
12587,grain;corn,grain,122,770
12588,money-fx;stg,money-fx,10,78
12589,,NO_TOPIC,98,561
12590,,NO_TOPIC,96,583
12591,,NO_TOPIC,11,64
12592,interest,interest,58,271
12593,money-fx;stg,money-fx,10,77
12594,livestock,livestock,118,701
12595,crude;livestock;carcass,crude,71,383
12596,earn,earn,46,195
12597,,NO_TOPIC,216,1221
12598,,NO_TOPIC,803,4953
12599,pet-chem,pet-chem,67,442
12600,acq,acq,179,1013
12601,stg;money-fx,stg,192,1161
12602,trade,trade,414,2452
12603,livestock;carcass;trade,livestock,263,1482
12604,trade,trade,172,1050
12605,acq,acq,146,893
12606,,NO_TOPIC,119,665
12607,stg;money-fx,stg,191,1154
12608,heat,heat,62,324
12609,crude,crude,123,760
12610,acq,acq,116,641
12611,nat-gas,nat-gas,98,538
12612,,NO_TOPIC,252,1504
12613,earn,earn,48,212
12614,,NO_TOPIC,20,101
12615,grain;wheat,grain,72,419
12616,earn,earn,71,338
12617,,NO_TOPIC,196,1198
12618,livestock;carcass,livestock,126,788
12619,earn,earn,74,373
12620,acq,acq,81,498
12621,iron-steel,iron-steel,66,355
12622,,NO_TOPIC,76,444
12623,trade,trade,195,1121
12624,earn,earn,58,278
12625,acq,acq,56,368
12626,,NO_TOPIC,147,869
12627,interest,interest,111,635
12628,reserves,reserves,111,648
12629,acq,acq,74,413
12630,earn,earn,60,333
12631,earn,earn,56,215
12632,interest,interest,45,260
12633,copper,copper,98,531
12634,,NO_TOPIC,414,2350
12635,,NO_TOPIC,119,739
12636,acq,acq,77,527
12637,,NO_TOPIC,103,662
12638,grain;wheat,grain,150,842
12639,silver,silver,316,1787
12640,,NO_TOPIC,401,2328
12641,copper,copper,163,890
12642,,NO_TOPIC,410,2398
12643,,NO_TOPIC,22,115
12644,acq,acq,190,1172
12645,earn,earn,58,237
12646,acq,acq,44,245
12647,acq,acq,222,1326
12648,acq,acq,37,236
12649,earn,earn,58,222
12650,interest;money-fx,interest,608,3858
12651,copper,copper,180,986
12652,acq,acq,61,411
12653,interest;money-fx,interest,336,2150
12654,money-fx,money-fx,243,1365
12655,coffee,coffee,668,3838
12656,,NO_TOPIC,205,1222
12657,interest,interest,38,218
12658,earn,earn,69,288
12659,earn,earn,73,333
12660,acq,acq,90,497
12661,acq,acq,34,218
12662,,NO_TOPIC,608,3677
12663,acq,acq,74,455
12664,earn,earn,74,300
12665,,NO_TOPIC,54,373
12666,,NO_TOPIC,105,612
12667,acq,acq,64,385
12668,acq,acq,53,366
12669,,NO_TOPIC,25,159
12670,heat,heat,267,1629
12671,,NO_TOPIC,67,376
12672,earn,earn,32,151
12673,stg;money-fx,stg,651,3808
12674,earn,earn,63,295
12675,,NO_TOPIC,62,336
12676,acq,acq,168,898
12677,acq,acq,192,1059
12678,,NO_TOPIC,106,669
12679,acq,acq,63,398
12680,crude,crude,431,2410
12681,earn,earn,142,640
12682,,NO_TOPIC,110,605
12683,copper,copper,84,466
12684,,NO_TOPIC,53,286
12685,acq,acq,34,204
12686,crude;nat-gas,crude,77,383
12687,interest,interest,29,155
12688,acq,acq,51,329
12689,coffee,coffee,87,564
12690,sugar,sugar,237,1453
12691,gas,gas,179,1159
12692,copper,copper,83,466
12693,dlr;money-fx,dlr,150,924
12694,interest,interest,37,182
12695,grain;corn,grain,98,566
12696,interest,interest,235,1342
12697,acq,acq,74,478
12698,acq,acq,51,315
12699,acq,acq,135,786
12700,,NO_TOPIC,118,698
12701,coffee,coffee,837,4852
12702,acq,acq,79,510
12703,money-supply,money-supply,78,415
12704,earn,earn,51,201
12705,earn,earn,59,251
12706,money-supply,money-supply,88,472
12707,jet,jet,53,352
12708,,NO_TOPIC,106,764
12709,grain;wheat;corn;oilseed;soybean,grain,489,2837
12710,oilseed;rapeseed,oilseed,48,325
12711,grain;corn;wheat;oilseed;soybean,grain,115,596
12712,oilseed;rapeseed,oilseed,31,198
12713,grain;corn,grain,146,831
12714,money-supply,money-supply,108,529
12715,earn,earn,88,372
12716,acq,acq,45,287
12717,acq,acq,84,556
12718,,NO_TOPIC,132,791
12719,acq,acq,108,631
12720,grain;wheat;corn;oilseed;soybean,grain,398,2307
12721,earn,earn,61,263
12722,acq,acq,120,680
12723,grain;wheat,grain,39,227
12724,,NO_TOPIC,56,326
12725,copper,copper,137,762
12726,grain;wheat,grain,83,441
12727,strategic-metal,strategic-metal,112,655
12728,nat-gas,nat-gas,117,669
12729,,NO_TOPIC,78,490
12730,,NO_TOPIC,711,4186
12731,interest,interest,122,627
12732,interest,interest,218,1245
12733,,NO_TOPIC,13,68
12734,,NO_TOPIC,91,486
12735,,NO_TOPIC,58,297
12736,,NO_TOPIC,113,669
12737,carcass;livestock;orange,carcass,113,656
12738,,NO_TOPIC,129,654
12739,,NO_TOPIC,83,461
12740,,NO_TOPIC,59,323
12741,money-fx;interest,money-fx,108,594
12742,,NO_TOPIC,124,666
12743,jobs,jobs,259,1448
12744,,NO_TOPIC,205,1141
12745,money-fx;interest,money-fx,81,443
12746,palm-oil;veg-oil,palm-oil,130,692
12747,,NO_TOPIC,100,613
12748,money-supply,money-supply,102,551
12749,,NO_TOPIC,114,644
12750,,NO_TOPIC,561,3321
12751,acq,acq,103,604
12752,jobs,jobs,65,357
12753,meal-feed;soy-meal,meal-feed,146,942
12754,tea,tea,279,1629
12755,trade,trade,110,653
12756,,NO_TOPIC,287,1641
12757,soybean;oilseed,soybean,65,333
12758,money-supply,money-supply,113,543
12759,acq,acq,107,630
12760,sugar,sugar,116,641
12761,ship,ship,106,642
12762,wheat;grain,wheat,97,537
12763,cocoa,cocoa,184,1080
12764,,NO_TOPIC,232,1452
12765,,NO_TOPIC,310,1829
12766,,NO_TOPIC,74,428
12767,acq,acq,200,1069
12768,grain;ship,grain,210,1210
12769,,NO_TOPIC,87,522
12770,pet-chem;ship,pet-chem,377,2214
12771,cpi;gnp;ipi,cpi,320,1682
12772,sugar,sugar,151,852
12773,,NO_TOPIC,674,3969
12774,interest,interest,158,943
12775,crude,crude,195,1164
12776,,NO_TOPIC,186,1112
12777,,NO_TOPIC,204,1203
12778,sugar,sugar,500,2865
12779,,NO_TOPIC,109,647
12780,dlr;money-fx,dlr,291,1590
12781,,NO_TOPIC,115,661
12782,,NO_TOPIC,195,1104
12783,earn,earn,77,357
12784,,NO_TOPIC,291,1604
12785,money-fx,money-fx,29,150
12786,veg-oil;soy-oil,veg-oil,96,524
12787,soy-meal;meal-feed,soy-meal,188,1044
12788,gnp,gnp,296,1678
12789,money-fx;interest,money-fx,79,364
12790,sugar,sugar,442,2614
12791,money-fx,money-fx,528,3240
12792,,NO_TOPIC,140,842
12793,,NO_TOPIC,0,0
12794,,NO_TOPIC,198,1178
12795,money-fx;dlr,money-fx,85,533
12796,gold;silver,gold,40,250
12797,acq,acq,108,583
12798,,NO_TOPIC,192,1134
12799,earn,earn,306,1790
12800,,NO_TOPIC,291,1604
12801,money-fx;reserves,money-fx,59,331
12802,wheat;grain,wheat,183,1045
12803,crude,crude,179,1065
12804,,NO_TOPIC,186,1112
12805,interest,interest,12,55
12806,money-fx,money-fx,634,3915
12807,,NO_TOPIC,0,0
12808,,NO_TOPIC,0,0
12809,,NO_TOPIC,0,0
12810,interest,interest,96,496
12811,,NO_TOPIC,364,2239
12812,money-fx;interest,money-fx,39,215
12813,cocoa,cocoa,85,441
12814,coffee,coffee,71,409
12815,money-fx,money-fx,590,3593
12816,,NO_TOPIC,138,751
12817,reserves,reserves,12,68
12818,jobs,jobs,384,2115
12819,money-fx;interest,money-fx,105,485
12820,,NO_TOPIC,78,412
12821,,NO_TOPIC,126,756
12822,acq,acq,94,607
12823,ship,ship,106,639
12824,earn,earn,65,372
12825,,NO_TOPIC,83,553
12826,,NO_TOPIC,154,987
12827,acq,acq,667,3845
12828,,NO_TOPIC,287,1824
12829,reserves,reserves,171,864
12830,grain,grain,232,1452
12831,earn,earn,66,339
12832,,NO_TOPIC,39,268
12833,,NO_TOPIC,122,687
12834,acq,acq,72,398
12835,,NO_TOPIC,141,788
12836,alum,alum,102,597
12837,,NO_TOPIC,711,4186
12838,,NO_TOPIC,113,580
12839,acq,acq,10,58
12840,money-fx;interest,money-fx,49,259
12841,money-supply,money-supply,155,817
12842,money-fx,money-fx,249,1592
12843,coffee,coffee,59,323
12844,,NO_TOPIC,103,659
12845,,NO_TOPIC,80,448
12846,interest,interest,100,508
12847,,NO_TOPIC,285,1719
12848,trade,trade,762,4662
12849,ship;grain,ship,374,2001
12850,,NO_TOPIC,55,273
12851,nat-gas,nat-gas,98,561
12852,acq,acq,41,261
12853,acq,acq,42,243
12854,,NO_TOPIC,39,240
12855,,NO_TOPIC,112,652
12856,,NO_TOPIC,102,650
12857,copper,copper,172,985
12858,acq,acq,151,923
12859,,NO_TOPIC,123,739
12860,earn,earn,63,268
12861,copper,copper,170,984
12862,earn,earn,45,210
12863,,NO_TOPIC,100,596
12864,,NO_TOPIC,87,506
12865,,NO_TOPIC,89,552
12866,acq,acq,87,511
12867,,NO_TOPIC,106,689
12868,,NO_TOPIC,53,342
12869,earn,earn,55,201
12870,,NO_TOPIC,123,716
12871,,NO_TOPIC,86,552
12872,corn;grain,corn,212,1175
12873,,NO_TOPIC,104,594
12874,earn,earn,131,546
12875,reserves,reserves,261,1471
12876,,NO_TOPIC,783,4662
12877,money-fx;dlr;dmk,money-fx,56,247
12878,earn,earn,496,2837
12879,,NO_TOPIC,603,3581
12880,interest,interest,97,422
12881,,NO_TOPIC,100,554
12882,interest,interest,0,0
12883,acq,acq,115,637
12884,,NO_TOPIC,55,330
12885,earn,earn,115,598
12886,earn,earn,116,631
12887,wheat;grain,wheat,622,3379
12888,acq,acq,45,273
12889,acq,acq,68,426
12890,acq,acq,112,631
12891,interest,interest,91,510
12892,,NO_TOPIC,80,411
12893,earn,earn,76,272
12894,,NO_TOPIC,100,579
12895,,NO_TOPIC,121,771
12896,,NO_TOPIC,82,460
12897,earn,earn,23,110
12898,earn,earn,87,368
12899,,NO_TOPIC,34,215
12900,acq,acq,53,309
12901,earn,earn,54,251
12902,,NO_TOPIC,52,300
12903,,NO_TOPIC,275,1601
12904,earn,earn,51,197
12905,acq,acq,102,593
12906,,NO_TOPIC,80,468
12907,tea,tea,289,1776
12908,interest,interest,91,396
12909,,NO_TOPIC,687,4205
12910,copper,copper,33,192
12911,,NO_TOPIC,45,256
12912,interest,interest,40,218
12913,,NO_TOPIC,46,272
12914,earn,earn,78,344
12915,earn,earn,42,181
12916,,NO_TOPIC,221,1300
12917,earn,earn,597,3382
12918,,NO_TOPIC,12,64
12919,interest,interest,79,358
12920,,NO_TOPIC,87,452
12921,,NO_TOPIC,17,104
12922,,NO_TOPIC,177,842
12923,money-fx;interest,money-fx,96,564
12924,ship,ship,83,443
12925,,NO_TOPIC,191,1123
12926,,NO_TOPIC,77,430
12927,,NO_TOPIC,124,606
12928,,NO_TOPIC,64,350
12929,earn,earn,45,233
12930,,NO_TOPIC,86,502
12931,,NO_TOPIC,44,280
12932,,NO_TOPIC,113,593
12933,acq,acq,44,251
12934,,NO_TOPIC,107,487
12935,heat,heat,109,521
12936,,NO_TOPIC,140,776
12937,acq,acq,86,484
12938,,NO_TOPIC,372,2150
12939,,NO_TOPIC,227,1225
12940,crude,crude,156,893
12941,,NO_TOPIC,467,2860
12942,,NO_TOPIC,467,2657
12943,plywood;lumber,plywood,230,1444
12944,,NO_TOPIC,41,277
12945,,NO_TOPIC,54,367
12946,,NO_TOPIC,103,631
12947,,NO_TOPIC,191,1049
12948,plywood;lumber,plywood,211,1357
12949,earn,earn,70,400
12950,,NO_TOPIC,11,71
12951,,NO_TOPIC,157,758
12952,,NO_TOPIC,112,655
12953,,NO_TOPIC,105,540
12954,,NO_TOPIC,143,799
12955,,NO_TOPIC,62,331
12956,acq,acq,105,573
12957,,NO_TOPIC,106,638
12958,,NO_TOPIC,101,548
12959,rubber,rubber,99,593
12960,,NO_TOPIC,15,81
12961,,NO_TOPIC,93,613
12962,earn,earn,32,168
12963,gold,gold,225,1178
12964,,NO_TOPIC,112,661
12965,acq,acq,144,828
12966,,NO_TOPIC,51,285
12967,,NO_TOPIC,914,5370
12968,,NO_TOPIC,131,709
12969,cotton,cotton,57,355
12970,,NO_TOPIC,93,613
12971,wheat;grain,wheat,543,3073
12972,,NO_TOPIC,20,89
12973,acq,acq,92,587
12974,acq,acq,33,212
12975,,NO_TOPIC,102,547
12976,,NO_TOPIC,112,631
12977,,NO_TOPIC,252,1541
12978,earn,earn,68,426
12979,,NO_TOPIC,60,295
12980,copper,copper,112,652
12981,acq,acq,176,1075
12982,rapeseed;oilseed,rapeseed,28,181
12983,,NO_TOPIC,100,566
12984,,NO_TOPIC,71,424
12985,,NO_TOPIC,221,1225
12986,gnp;bop,gnp,283,1628
12987,gold,gold,185,1106
12988,acq,acq,77,490
12989,,NO_TOPIC,264,1633
12990,,NO_TOPIC,16,96
12991,,NO_TOPIC,141,685
12992,copper,copper,139,806
12993,,NO_TOPIC,68,324
12994,,NO_TOPIC,238,1512
12995,acq,acq,124,651
12996,acq,acq,76,442
12997,,NO_TOPIC,163,928
12998,,NO_TOPIC,51,284
12999,,NO_TOPIC,211,1142
13000,,NO_TOPIC,0,0
13001,,NO_TOPIC,104,482
13002,,NO_TOPIC,287,1629
13003,copper,copper,145,849
13004,,NO_TOPIC,126,658
13005,acq,acq,99,561
13006,earn,earn,22,120
13007,cpi,cpi,93,484
13008,interest,interest,230,1242
13009,,NO_TOPIC,54,266
13010,money-supply,money-supply,15,73
13011,acq,acq,84,574
13012,,NO_TOPIC,235,1498
13013,,NO_TOPIC,59,315
13014,earn,earn,46,204
13015,,NO_TOPIC,80,501
13016,,NO_TOPIC,26,173
13017,,NO_TOPIC,59,340
13018,,NO_TOPIC,90,490
13019,money-supply,money-supply,253,1336
13020,,NO_TOPIC,74,416
13021,acq,acq,202,1130
13022,,NO_TOPIC,176,853
13023,acq,acq,171,1081
13024,interest,interest,90,513
13025,earn,earn,46,248
13026,earn,earn,49,217
13027,earn,earn,43,227
13028,,NO_TOPIC,0,0
13029,,NO_TOPIC,0,0
13030,,NO_TOPIC,176,1065
13031,earn,earn,81,387
13032,earn,earn,39,197
13033,,NO_TOPIC,130,637
13034,,NO_TOPIC,782,4634
13035,,NO_TOPIC,105,587
13036,acq,acq,58,381
13037,acq,acq,99,634
13038,,NO_TOPIC,124,767
13039,trade,trade,257,1538
13040,,NO_TOPIC,47,290
13041,acq,acq,104,606
13042,,NO_TOPIC,351,2101
13043,acq,acq,53,342
13044,,NO_TOPIC,84,513
13045,trade,trade,197,1223
13046,trade,trade,752,4454
13047,,NO_TOPIC,74,458
13048,,NO_TOPIC,62,349
13049,,NO_TOPIC,253,1396
13050,,NO_TOPIC,183,1131
13051,,NO_TOPIC,210,1208
13052,strategic-metal,strategic-metal,116,656
13053,money-fx,money-fx,821,4637
13054,acq,acq,83,548
13055,,NO_TOPIC,168,1043
13056,crude,crude,74,428
13057,,NO_TOPIC,91,478
13058,,NO_TOPIC,98,447
13059,earn,earn,20,93
13060,acq,acq,104,612
13061,,NO_TOPIC,53,260
13062,earn,earn,79,456
13063,,NO_TOPIC,73,395
13064,earn,earn,109,447
13065,,NO_TOPIC,75,383
13066,,NO_TOPIC,37,231
13067,grain,grain,63,396
13068,,NO_TOPIC,454,2613
13069,,NO_TOPIC,97,611
13070,grain,grain,80,418
13071,,NO_TOPIC,109,587
13072,acq,acq,364,2161
13073,,NO_TOPIC,668,3865
13074,ship;crude,ship,74,427
13075,,NO_TOPIC,48,256
13076,,NO_TOPIC,113,637
13077,acq,acq,96,545
13078,earn,earn,55,318
13079,,NO_TOPIC,112,610
13080,veg-oil;palm-oil;coconut-oil,veg-oil,602,3525
13081,,NO_TOPIC,0,0
13082,,NO_TOPIC,83,536
13083,,NO_TOPIC,67,352
13084,,NO_TOPIC,90,575
13085,acq,acq,222,1246
13086,,NO_TOPIC,67,325
13087,,NO_TOPIC,109,640
13088,,NO_TOPIC,68,389
13089,acq,acq,71,445
13090,acq,acq,89,496
13091,,NO_TOPIC,88,545
13092,earn,earn,26,123
13093,earn,earn,33,146
13094,wheat;grain,wheat,90,482
13095,acq,acq,128,726
13096,crude,crude,97,561
13097,wheat;grain,wheat,90,478
13098,,NO_TOPIC,95,470
13099,barley;grain,barley,96,563
13100,,NO_TOPIC,70,396
13101,,NO_TOPIC,84,491
13102,crude;nat-gas,crude,77,464
13103,acq,acq,64,345
13104,,NO_TOPIC,53,320
13105,interest,interest,55,309
13106,,NO_TOPIC,65,399
13107,,NO_TOPIC,83,485
13108,,NO_TOPIC,120,535
13109,,NO_TOPIC,85,485
13110,earn,earn,49,216
13111,,NO_TOPIC,62,291
13112,,NO_TOPIC,228,1346
13113,earn,earn,57,257
13114,earn,earn,27,127
13115,crude,crude,760,4415
13116,gold,gold,156,800
13117,,NO_TOPIC,78,484
13118,earn,earn,62,246
13119,silver,silver,155,799
13120,grain;ship,grain,27,170
13121,,NO_TOPIC,104,566
13122,earn,earn,21,87
13123,grain;rice,grain,322,1921
13124,acq,acq,198,1125
13125,,NO_TOPIC,145,808
13126,earn,earn,24,113
13127,,NO_TOPIC,104,602
13128,,NO_TOPIC,104,598
13129,grain;rice,grain,72,421
13130,nat-gas;propane,nat-gas,303,2010
13131,earn,earn,31,138
13132,,NO_TOPIC,65,400
13133,,NO_TOPIC,82,475
13134,,NO_TOPIC,79,399
13135,,NO_TOPIC,135,838
13136,earn,earn,116,686
13137,,NO_TOPIC,92,493
13138,earn,earn,34,148
13139,acq,acq,37,223
13140,,NO_TOPIC,105,637
13141,earn,earn,108,598
13142,crude,crude,85,452
13143,money-supply,money-supply,14,64
13144,interest,interest,106,634
13145,,NO_TOPIC,103,601
13146,,NO_TOPIC,281,1598
13147,,NO_TOPIC,44,250
13148,earn,earn,0,0
13149,livestock;carcass,livestock,254,1602
13150,,NO_TOPIC,87,555
13151,acq,acq,74,416
13152,,NO_TOPIC,68,418
13153,,NO_TOPIC,12,71
13154,,NO_TOPIC,12,82
13155,,NO_TOPIC,19,77
13156,,NO_TOPIC,12,77
13157,money-supply,money-supply,494,3130
13158,money-supply,money-supply,0,0
13159,money-supply,money-supply,58,314
13160,,NO_TOPIC,0,0
13161,,NO_TOPIC,96,566
13162,grain;ship,grain,142,716
13163,acq,acq,47,301
13164,,NO_TOPIC,93,525
13165,earn,earn,87,407
13166,,NO_TOPIC,96,568
13167,,NO_TOPIC,88,472
13168,acq,acq,155,892
13169,,NO_TOPIC,149,763
13170,coffee,coffee,115,684
13171,,NO_TOPIC,101,581
13172,cpi,cpi,102,506
13173,grain;oilseed;soy-oil;corn,grain,64,407
13174,earn,earn,75,442
13175,acq,acq,44,280
13176,,NO_TOPIC,60,402
13177,,NO_TOPIC,106,609
13178,,NO_TOPIC,191,1180
13179,oilseed;rapeseed;grain;wheat;corn;palm-oil;soy-oil;ship,oilseed,527,2916
13180,earn,earn,91,486
13181,,NO_TOPIC,95,581
13182,acq,acq,102,553
13183,,NO_TOPIC,130,670
13184,crude,crude,152,875
13185,tin,tin,220,1308
13186,earn,earn,71,410
13187,earn,earn,207,1198
13188,acq,acq,52,310
13189,acq,acq,127,656
13190,coffee,coffee,81,455
13191,earn,earn,74,354
13192,earn,earn,85,404
13193,,NO_TOPIC,96,565
13194,acq,acq,114,671
13195,acq,acq,32,220
13196,acq,acq,57,330
13197,acq,acq,63,347
13198,,NO_TOPIC,8,61
13199,acq,acq,110,601
13200,crude,crude,112,605
13201,coffee,coffee,71,440
13202,,NO_TOPIC,40,230
13203,earn,earn,30,130
13204,earn,earn,23,122
13205,acq,acq,56,340
13206,acq,acq,82,398
13207,,NO_TOPIC,39,263
13208,,NO_TOPIC,533,2915
13209,,NO_TOPIC,63,400
13210,acq,acq,192,1131
13211,acq,acq,109,579
13212,acq,acq,109,583
13213,,NO_TOPIC,149,950
13214,earn,earn,70,331
13215,,NO_TOPIC,102,644
13216,,NO_TOPIC,602,3202
13217,,NO_TOPIC,124,782
13218,,NO_TOPIC,76,477
13219,,NO_TOPIC,0,0
13220,,NO_TOPIC,130,678
13221,,NO_TOPIC,112,626
13222,,NO_TOPIC,118,624
13223,earn,earn,24,126
13224,earn,earn,21,111
13225,earn,earn,318,1880
13226,,NO_TOPIC,38,242
13227,,NO_TOPIC,213,1269
13228,,NO_TOPIC,73,446
13229,,NO_TOPIC,65,413
13230,interest,interest,15,80
13231,interest,interest,133,671
13232,wpi,wpi,84,376
13233,,NO_TOPIC,83,525
13234,gnp;gas,gnp,510,2845
13235,acq;ship,acq,237,1580
13236,crude,crude,263,1487
13237,sugar,sugar,125,678
13238,ipi,ipi,150,876
13239,,NO_TOPIC,244,1413
13240,,NO_TOPIC,158,923
13241,,NO_TOPIC,367,2151
13242,coffee,coffee,47,309
13243,money-fx,money-fx,254,1484
13244,money-fx,money-fx,607,3918
13245,money-fx,money-fx,204,1213
13246,,NO_TOPIC,365,2275
13247,ship,ship,224,1256
13248,,NO_TOPIC,88,505
13249,,NO_TOPIC,449,2772
13250,,NO_TOPIC,380,2221
13251,strategic-metal,strategic-metal,209,1204
13252,,NO_TOPIC,468,2898
13253,,NO_TOPIC,425,2610
13254,,NO_TOPIC,84,563
13255,reserves,reserves,123,649
13256,crude,crude,645,3323
13257,,NO_TOPIC,204,1217
13258,gnp,gnp,332,1940
13259,,NO_TOPIC,211,1251
13260,,NO_TOPIC,273,1622
13261,money-fx,money-fx,820,4865
13262,interest,interest,120,674
13263,earn,earn,516,3224
13264,,NO_TOPIC,85,410
13265,acq,acq,345,1799
13266,crude,crude,601,3185
13267,,NO_TOPIC,11,80
13268,,NO_TOPIC,9,79
13269,coffee,coffee,148,869
13270,money-fx,money-fx,92,606
13271,cocoa,cocoa,191,1125
13272,wheat;grain,wheat,0,0
13273,,NO_TOPIC,225,1197
13274,gnp,gnp,124,667
13275,tin,tin,169,983
13276,crude,crude,187,1065
13277,grain;rice;wheat,grain,218,1243
13278,trade;gnp,trade,416,2553
13279,iron-steel,iron-steel,124,687
13280,crude,crude,275,1582
13281,crude,crude,384,2244
13282,jobs,jobs,83,481
13283,,NO_TOPIC,181,1106
13284,retail,retail,122,636
13285,strategic-metal,strategic-metal,89,490
13286,sugar,sugar,189,1130
13287,strategic-metal,strategic-metal,111,633
13288,instal-debt,instal-debt,210,1177
13289,trade;gnp,trade,170,1127
13290,crude,crude,187,1065
13291,crude,crude,119,627
13292,jobs,jobs,85,499
13293,,NO_TOPIC,37,148
13294,grain;rice,grain,98,549
13295,,NO_TOPIC,102,579
13296,,NO_TOPIC,0,0
13297,,NO_TOPIC,0,0
13298,,NO_TOPIC,88,430
13299,,NO_TOPIC,0,0
13300,,NO_TOPIC,0,0
13301,,NO_TOPIC,0,0
13302,,NO_TOPIC,0,0
13303,,NO_TOPIC,0,0
13304,,NO_TOPIC,0,0
13305,,NO_TOPIC,0,0
13306,,NO_TOPIC,187,1095
13307,,NO_TOPIC,0,0
13308,,NO_TOPIC,0,0
13309,,NO_TOPIC,0,0
13310,,NO_TOPIC,0,0
13311,,NO_TOPIC,22,86
13312,,NO_TOPIC,0,0
13313,grain;oilseed;wheat;rapeseed,grain,193,1096
13314,,NO_TOPIC,90,546
13315,dlr;money-fx,dlr,71,451
13316,,NO_TOPIC,98,541
13317,interest,interest,16,78
13318,,NO_TOPIC,13,83
13319,,NO_TOPIC,176,979
13320,ship,ship,197,1132
13321,interest,interest,112,586
13322,,NO_TOPIC,394,2257
13323,,NO_TOPIC,365,2193
13324,,NO_TOPIC,140,693
13325,,NO_TOPIC,0,0
13326,,NO_TOPIC,58,211
13327,,NO_TOPIC,0,0
13328,,NO_TOPIC,109,573
13329,,NO_TOPIC,32,126
13330,,NO_TOPIC,0,0
13331,,NO_TOPIC,460,2386
13332,,NO_TOPIC,15,73
13333,cpi,cpi,137,726
13334,,NO_TOPIC,0,0
13335,,NO_TOPIC,0,0
13336,earn,earn,17,80
13337,,NO_TOPIC,0,0
13338,,NO_TOPIC,0,0
13339,,NO_TOPIC,0,0
13340,,NO_TOPIC,25,126
13341,,NO_TOPIC,0,0
13342,,NO_TOPIC,0,0
13343,,NO_TOPIC,0,0
13344,,NO_TOPIC,32,126
13345,,NO_TOPIC,0,0
13346,,NO_TOPIC,44,156
13347,,NO_TOPIC,549,3101
13348,,NO_TOPIC,0,0
13349,,NO_TOPIC,0,0
13350,,NO_TOPIC,259,1495
13351,,NO_TOPIC,0,0
13352,,NO_TOPIC,0,0
13353,,NO_TOPIC,0,0
